event
Microsoft-Windows-Audio/Operational
Microsoft-Windows-Audio/Performance
Microsoft-Windows-BTH-BTHPORT/L2CAP
Microsoft-Windows-BitLocker/Tracing
Microsoft-Windows-CAPI2/Operational
Microsoft-Windows-CDROM/Operational
Microsoft-Windows-CmiSetup/Analytic
Microsoft-Windows-ComDlg32/Analytic
Microsoft-Windows-CredUI/Diagnostic
Microsoft-Windows-DDisplay/Analytic
Microsoft-Windows-Defrag-Core/Debug
Microsoft-Windows-Deplorch/Analytic
Microsoft-Windows-Dhcp-Client/Admin
Microsoft-Windows-DirectSound/Debug
Microsoft-Windows-Dism-Api/Analytic
Microsoft-Windows-Dism-Cli/Analytic
Microsoft-Windows-Dot3MM/Diagnostic
Microsoft-Windows-EventLog/Analytic
Microsoft-Windows-HttpService/Trace
Microsoft-Windows-Hyper-V-VID-Admin
Microsoft-Windows-LDAP-Client/Debug
Microsoft-Windows-Minstore/Analytic
Microsoft-Windows-NlaSvc/Diagnostic
Microsoft-Windows-OLEACC/Diagnostic
Microsoft-Windows-PhotoAcq/Analytic
Microsoft-Windows-RasAgileVpn/Debug
Microsoft-Windows-SENSE/Operational
Microsoft-Windows-Security-SPP/Perf
Microsoft-Windows-SendTo/Diagnostic
Microsoft-Windows-SettingSync/Debug
Microsoft-Windows-SetupUGC/Analytic
Microsoft-Windows-Shsvcs/Diagnostic
Microsoft-Windows-SmartScreen/Debug
Microsoft-Windows-SruMon/Diagnostic
Microsoft-Windows-Store/Operational
Microsoft-Windows-TCPIP/Operational
Microsoft-Windows-TWinUI/Diagnostic
Microsoft-Windows-USBVideo/Analytic
Microsoft-Windows-UxInit/Diagnostic
Microsoft-Windows-VHDMP-Operational
Microsoft-Windows-VIRTDISK-Analytic
Microsoft-Windows-Volume/Diagnostic
Microsoft-Windows-Wcmsvc/Diagnostic
Microsoft-Windows-Win32k/Contention
Microsoft-Windows-WinINet/WebSocket
Microsoft-Windows-WinRM/Operational
Microsoft-Windows-WorkFolders/Debug
Microsoft-Windows-wmbclass/Analytic
Microsoft-Windows-AppHost/Diagnostic
Microsoft-Windows-AppReadiness/Admin
Microsoft-Windows-AppReadiness/Debug
Microsoft-Windows-Battery/Diagnostic
Microsoft-Windows-COM/CreateInstance
Microsoft-Windows-COMRuntime/Tracing
Microsoft-Windows-Crypto-DPAPI/Debug
Microsoft-Windows-Direct3D11/Logging
Microsoft-Windows-Direct3D12/Logging
Microsoft-Windows-Direct3D9/Analytic
Microsoft-Windows-Dwm-API/Diagnostic
Microsoft-Windows-Dwm-Dwm/Diagnostic
Microsoft-Windows-DxgKrnl/Contention
Microsoft-Windows-DxgKrnl/Diagnostic
Microsoft-Windows-HealthCenter/Debug
Microsoft-Windows-IME-JPAPI/Analytic
Microsoft-Windows-IME-JPLMP/Analytic
Microsoft-Windows-IME-JPTIP/Analytic
Microsoft-Windows-IME-KRAPI/Analytic
Microsoft-Windows-IME-KRTIP/Analytic
Microsoft-Windows-IME-TCTIP/Analytic
Microsoft-Windows-KdsSvc/Operational
Microsoft-Windows-Kernel-WHEA/Errors
Microsoft-Windows-LiveId/Operational
Microsoft-Windows-MPS-DRV/Diagnostic
Microsoft-Windows-MPS-SRV/Diagnostic
Microsoft-Windows-MSPaint/Diagnostic
Microsoft-Windows-Mprddm/Operational
Microsoft-Windows-Ncasvc/Operational
Microsoft-Windows-NlaSvc/Operational
Microsoft-Windows-OfflineFiles/Debug
Microsoft-Windows-Partition/Analytic
Microsoft-Windows-Policy/Operational
Microsoft-Windows-PrintService/Admin
Microsoft-Windows-PrintService/Debug
Microsoft-Windows-SMBClient/Analytic
Microsoft-Windows-SMBServer/Analytic
Microsoft-Windows-SMBServer/Security
Microsoft-Windows-SmbClient/Security
Microsoft-Windows-Storage-Disk/Admin
Microsoft-Windows-Storage-Disk/Debug
Microsoft-Windows-Storsvc/Diagnostic
Microsoft-Windows-Superfetch/PfApLog
Microsoft-Windows-TWinAPI/Diagnostic
Microsoft-Windows-TWinUI/Operational
Microsoft-Windows-TZSync/Operational
Microsoft-Windows-TZUtil/Operational
Microsoft-Windows-ThemeUI/Diagnostic
Microsoft-Windows-UxTheme/Diagnostic
Microsoft-Windows-WMI-Activity/Debug
Microsoft-Windows-WMI-Activity/Trace
Microsoft-Windows-WPD-MTPBT/Analytic
Microsoft-Windows-WPD-MTPIP/Analytic
Microsoft-Windows-WPD-MTPUS/Analytic
Microsoft-Windows-WSC-SRV/Diagnostic
Microsoft-Windows-Wcmsvc/Operational
Microsoft-Windows-Win32k/Concurrency
Microsoft-Windows-Win32k/Operational
Microsoft-Windows-WinHttp/Diagnostic
Microsoft-Windows-WinURLMon/Analytic
Microsoft-Windows-Windeploy/Analytic
Microsoft-Windows-Wininit/Diagnostic
Microsoft-Windows-Wordpad/Diagnostic
Microsoft-Windows-mobsync/Diagnostic
Microsoft-PerfTrack-MSHTML/Diagnostic
Microsoft-Windows-AllJoyn/Operational
Microsoft-Windows-AppxPackaging/Debug
Microsoft-Windows-Audio/Informational
Microsoft-Windows-Biometrics/Analytic
Microsoft-Windows-Cleanmgr/Diagnostic
Microsoft-Windows-CoreWindow/Analytic
Microsoft-Windows-Crypto-CNG/Analytic
Microsoft-Windows-Crypto-RNG/Analytic
Microsoft-Windows-DeviceGuard/Verbose
Microsoft-Windows-DeviceSync/Analytic
Microsoft-Windows-Dhcpv6-Client/Admin
Microsoft-Windows-Diagnosis-DPS/Debug
Microsoft-Windows-Diagnosis-PCW/Debug
Microsoft-Windows-Diagnosis-PLA/Debug
Microsoft-Windows-Diagnosis-WDI/Debug
Microsoft-Windows-Direct3D10/Analytic
Microsoft-Windows-Direct3D11/Analytic
Microsoft-Windows-Direct3D12/Analytic
Microsoft-Windows-Dwm-Core/Diagnostic
Microsoft-Windows-Dwm-Udwm/Diagnostic
Microsoft-Windows-DxgKrnl-Operational
Microsoft-Windows-DxgKrnl/Performance
Microsoft-Windows-EDP-Audit-TCB/Admin
Microsoft-Windows-EapHost/Operational
Microsoft-Windows-IME-Broker/Analytic
Microsoft-Windows-IME-JPPRED/Analytic
Microsoft-Windows-IME-TCCORE/Analytic
Microsoft-Windows-IdCtrls/Operational
Microsoft-Windows-Kernel-WDI/Analytic
Microsoft-Windows-Kernel-XDV/Analytic
Microsoft-Windows-MPS-CLNT/Diagnostic
Microsoft-Windows-MSFTEDIT/Diagnostic
Microsoft-Windows-Media-Streaming/DMC
Microsoft-Windows-Media-Streaming/DMR
Microsoft-Windows-Media-Streaming/MDE
Microsoft-Windows-Narrator/Diagnostic
Microsoft-Windows-PowerCfg/Diagnostic
Microsoft-Windows-PowerCpl/Diagnostic
Microsoft-Windows-PowerShell/Analytic
Microsoft-Windows-ReadyBoost/Analytic
Microsoft-Windows-SPB-HIDI2C/Analytic
Microsoft-Windows-SearchUI/Diagnostic
Microsoft-Windows-SenseIR/Operational
Microsoft-Windows-Sensors/Performance
Microsoft-Windows-Services/Diagnostic
Microsoft-Windows-SetupQueue/Analytic
Microsoft-Windows-Superfetch/StoreLog
Microsoft-Windows-TaskScheduler/Debug
Microsoft-Windows-ThemeCPL/Diagnostic
Microsoft-Windows-UI-Shell/Diagnostic
Microsoft-Windows-UIRibbon/Diagnostic
Microsoft-Windows-UserPnp/Performance
Microsoft-Windows-WMPDMCUI/Diagnostic
Microsoft-Windows-WMPNSSUI/Diagnostic
Microsoft-Windows-WWAN-CFE/Diagnostic
Microsoft-Windows-WebAuth/Operational
Microsoft-Windows-WebServices/Tracing
Microsoft-Windows-Winlogon/Diagnostic
Microsoft-Windows-XAudio2/Performance
Microsoft-Windows-stobject/Diagnostic
Microsoft-PerfTrack-IEFRAME/Diagnostic
Microsoft-Windows-ActionQueue/Analytic
Microsoft-Windows-AppModel-State/Debug
Microsoft-Windows-AssignedAccess/Admin
Microsoft-Windows-Audio/CaptureMonitor
Microsoft-Windows-AxInstallService/Log
Microsoft-Windows-Bits-Client/Analytic
Microsoft-Windows-COM/ExtensionCatalog
Microsoft-Windows-D3D10Level9/Analytic
Microsoft-Windows-DeviceUx/Performance
Microsoft-Windows-Diagnosis-MSDE/Debug
Microsoft-Windows-Dwm-Redir/Diagnostic
Microsoft-Windows-EventCollector/Debug
Microsoft-Windows-FileHistory-Core/WHC
Microsoft-Windows-GenericRoaming/Admin
Microsoft-Windows-HotspotAuth/Analytic
Microsoft-Windows-Hyper-V-VID-Analytic
Microsoft-Windows-IPSEC-SRV/Diagnostic
Microsoft-Windows-Iphlpsvc/Operational
Microsoft-Windows-Kerberos/Operational
Microsoft-Windows-Kernel-Boot/Analytic
Microsoft-Windows-Kernel-Disk/Analytic
Microsoft-Windows-Kernel-File/Analytic
Microsoft-Windows-KeyboardFilter/Admin
Microsoft-Windows-NetShell/Performance
Microsoft-Windows-OfflineFiles/SyncLog
Microsoft-Windows-Partition/Diagnostic
Microsoft-Windows-QoS-Pacer/Diagnostic
Microsoft-Windows-Regsvr32/Operational
Microsoft-Windows-SMBServer/Diagnostic
Microsoft-Windows-Schannel-Events/Perf
Microsoft-Windows-SearchUI/Operational
Microsoft-Windows-SettingSync/Analytic
Microsoft-Windows-SmbClient/Diagnostic
Microsoft-Windows-StorDiag/Operational
Microsoft-Windows-StorPort/Operational
Microsoft-Windows-TSF-msctf/Diagnostic
Microsoft-Windows-TSF-msutb/Diagnostic
Microsoft-Windows-USB-USBHUB3-Analytic
Microsoft-Windows-USB-USBXHCI-Analytic
Microsoft-Windows-User-Loader/Analytic
Microsoft-Windows-UserPnp/ActionCenter
Microsoft-Windows-VDRVROOT/Operational
Microsoft-Windows-WLAN-Driver/Analytic
Microsoft-Windows-WebAuthN/Operational
Microsoft-Windows-WebIO-NDF/Diagnostic
Microsoft-Windows-WiFiDisplay/Analytic
Microsoft-Windows-Windows Defender/WHC
Microsoft-Windows-Winlogon/Operational
Microsoft-Windows-WorkFolders/Analytic
Microsoft-Windows-Workplace Join/Admin
Microsoft-AppV-Client-Streamingux/Debug
Microsoft-Windows-AppLocker/EXE and DLL
Microsoft-Windows-Audio/GlitchDetection
Microsoft-Windows-Audio/PlaybackManager
Microsoft-Windows-BTH-BTHUSB/Diagnostic
Microsoft-Windows-COM/FreeUnusedLibrary
Microsoft-Windows-CodeIntegrity/Verbose
Microsoft-Windows-Crashdump/Operational
Microsoft-Windows-DAL-Provider/Analytic
Microsoft-Windows-Direct3D10_1/Analytic
Microsoft-Windows-Direct3D11/PerfTiming
Microsoft-Windows-Direct3D12/PerfTiming
Microsoft-Windows-Documents/Performance
Microsoft-Windows-IPxlatCfg/Operational
Microsoft-Windows-Kernel-IO/Operational
Microsoft-Windows-Kernel-Pdc/Diagnostic
Microsoft-Windows-Kernel-Pep/Diagnostic
Microsoft-Windows-NetworkSecurity/Debug
Microsoft-Windows-OfflineFiles/Analytic
Microsoft-Windows-RadioManager/Analytic
Microsoft-Windows-SMBClient/Operational
Microsoft-Windows-SMBServer/Operational
Microsoft-Windows-SMBServer/Performance
Microsoft-Windows-Shell-Core/Diagnostic
Microsoft-Windows-SleepStudy/Diagnostic
Microsoft-Windows-SpellChecker/Analytic
Microsoft-Windows-StateRepository/Debug
Microsoft-Windows-Storage-ATAPort/Admin
Microsoft-Windows-Storage-ATAPort/Debug
Microsoft-Windows-Storage-Disk/Analytic
Microsoft-Windows-Storage-Disk/Diagnose
Microsoft-Windows-Storage-Tiering/Admin
Microsoft-Windows-TaskbarCPL/Diagnostic
Microsoft-Windows-UIAutomationCore/Perf
Microsoft-Windows-USB-USBHUB/Diagnostic
Microsoft-Windows-UserPnp/DeviceInstall
Microsoft-Windows-WebPlatStorage-Server
Microsoft-Windows-AppModel-Runtime/Admin
Microsoft-Windows-AppModel-Runtime/Debug
Microsoft-Windows-BTH-BTHUSB/Performance
Microsoft-Windows-Biometrics/Operational
Microsoft-Windows-COMRuntime/Activations
Microsoft-Windows-CloudStore/Operational
Microsoft-Windows-Containers-Wcifs/Debug
Microsoft-Windows-Containers-Wcnfs/Debug
Microsoft-Windows-Crypto-BCRYPT/Analytic
Microsoft-Windows-Crypto-DSSEnh/Analytic
Microsoft-Windows-Crypto-RSAEnh/Analytic
Microsoft-Windows-D3D10Level9/PerfTiming
Microsoft-Windows-DNS-Client/Operational
Microsoft-Windows-DeviceSync/Operational
Microsoft-Windows-DeviceUx/Informational
Microsoft-Windows-Diagnosis-DPS/Analytic
Microsoft-Windows-Diagnosis-PCW/Analytic
Microsoft-Windows-Diagnosis-WDC/Analytic
Microsoft-Windows-FileHistory-Core/Debug
Microsoft-Windows-Forwarding/Operational
Microsoft-Windows-IME-JPSetting/Analytic
Microsoft-Windows-InputSwitch/Diagnostic
Microsoft-Windows-Kernel-Acpi/Diagnostic
Microsoft-Windows-Kernel-Memory/Analytic
Microsoft-Windows-Kernel-WDI/Operational
Microsoft-Windows-NetworkStatus/Analytic
Microsoft-Windows-PlayToManager/Analytic
Microsoft-Windows-PowerShell/Operational
Microsoft-Windows-ReadyBoost/Operational
Microsoft-Windows-RemoteAssistance/Admin
Microsoft-Windows-RetailDemo/Operational
Microsoft-Windows-Runtime-WebAPI/Tracing
Microsoft-Windows-Runtime/CreateInstance
Microsoft-Windows-SMBServer/Connectivity
Microsoft-Windows-SMBWitnessClient/Admin
Microsoft-Windows-Search-Core/Diagnostic
Microsoft-Windows-SetupPlatform/Analytic
Microsoft-Windows-Shell-Core/AppDefaults
Microsoft-Windows-Shell-Core/Operational
Microsoft-Windows-SmbClient/Connectivity
Microsoft-Windows-Storage-ClassPnP/Admin
Microsoft-Windows-Storage-ClassPnP/Debug
Microsoft-Windows-Storage-Storport/Admin
Microsoft-Windows-Storage-Storport/Debug
Microsoft-Windows-Subsys-Csr/Operational
Microsoft-Windows-UIAnimation/Diagnostic
Microsoft-Windows-UIAutomationCore/Debug
Microsoft-Windows-USB-MAUSBHOST-Analytic
Microsoft-Windows-USB-USBPORT/Diagnostic
Microsoft-Windows-VPN-Client/Operational
Microsoft-Windows-WEPHOSTSVC/Operational
Microsoft-Windows-WinHTTP-NDF/Diagnostic
Microsoft-AppV-SharedPerformance/Analytic
Microsoft-Client-Licensing-Platform/Admin
Microsoft-Client-Licensing-Platform/Debug
Microsoft-Windows-Bits-Client/Operational
Microsoft-Windows-BranchCache/Operational
Microsoft-Windows-BranchCacheSMB/Analytic
Microsoft-Windows-COM/ApartmentInitialize
Microsoft-Windows-CertPoleEng/Operational
Microsoft-Windows-CoreApplication/Tracing
Microsoft-Windows-DLNA-Namespace/Analytic
Microsoft-Windows-DataIntegrityScan/Admin
Microsoft-Windows-Deduplication/Scrubbing
Microsoft-Windows-DeviceGuard/Operational
Microsoft-Windows-Dhcp-Client/Operational
Microsoft-Windows-EDP-Audit-Regular/Admin
Microsoft-Windows-EaseOfAccess/Diagnostic
Microsoft-Windows-Firewall-CPL/Diagnostic
Microsoft-Windows-GroupPolicy/Operational
Microsoft-Windows-HotspotAuth/Operational
Microsoft-Windows-Input-HIDCLASS-Analytic
Microsoft-Windows-Kernel-Boot/Operational
Microsoft-Windows-Kernel-Network/Analytic
Microsoft-Windows-Kernel-Power/Diagnostic
Microsoft-Windows-Kernel-Process/Analytic
Microsoft-Windows-Kernel-ShimEngine/Debug
Microsoft-Windows-Kernel-WHEA/Operational
Microsoft-Windows-LanguagePackSetup/Debug
Microsoft-Windows-NcdAutoSetup/Diagnostic
Microsoft-Windows-RasAgileVpn/Operational
Microsoft-Windows-SettingSync-Azure/Debug
Microsoft-Windows-SettingSync/Operational
Microsoft-Windows-Shell-Core/ActionCenter
Microsoft-Windows-Spell-Checking/Analytic
Microsoft-Windows-Storage-Storport/Health
Microsoft-Windows-StorageManagement/Debug
Microsoft-Windows-Subsys-SMSS/Operational
Microsoft-Windows-User-Loader/Operational
Microsoft-Windows-WebcamProvider/Analytic
Microsoft-Windows-Winsock-AFD/Operational
Microsoft-Windows-WorkFolders/Operational
Microsoft-AppV-Client/Virtual Applications
Microsoft-Windows-AppLocker/MSI and Script
Microsoft-Windows-AppReadiness/Operational
Microsoft-Windows-Containers-BindFlt/Debug
Microsoft-Windows-Crypto-DPAPI/Operational
Microsoft-Windows-DAL-Provider/Operational
Microsoft-Windows-Deduplication/Diagnostic
Microsoft-Windows-DeviceSetupManager/Admin
Microsoft-Windows-DeviceSetupManager/Debug
Microsoft-Windows-Diagnosis-Scripted/Admin
Microsoft-Windows-Diagnosis-Scripted/Debug
Microsoft-Windows-DisplaySwitch/Diagnostic
Microsoft-Windows-FileHistory-Engine/Debug
Microsoft-Windows-HealthCenter/Performance
Microsoft-Windows-Hyper-V-Hypervisor-Admin
Microsoft-Windows-IME-CandidateUI/Analytic
Microsoft-Windows-IME-OEDCompiler/Analytic
Microsoft-Windows-Kernel-AppCompat/General
Microsoft-Windows-Kernel-LiveDump/Analytic
Microsoft-Windows-Kernel-PnP/Configuration
Microsoft-Windows-Kernel-Registry/Analytic
Microsoft-Windows-Kernel-StoreMgr/Analytic
Microsoft-Windows-LUA-ConsentUI/Diagnostic
Microsoft-Windows-NcdAutoSetup/Operational
Microsoft-Windows-Network-Setup/Diagnostic
Microsoft-Windows-NetworkBridge/Diagnostic
Microsoft-Windows-OfflineFiles/Operational
Microsoft-Windows-PrintService/Operational
Microsoft-Windows-RemoteAssistance/Tracing
Microsoft-Windows-Runtime-Web-Http/Tracing
Microsoft-Windows-Security-SPP-UX/Analytic
Microsoft-Windows-SettingSync/VerboseDebug
Microsoft-Windows-Storage-ATAPort/Analytic
Microsoft-Windows-Storage-ATAPort/Diagnose
Microsoft-Windows-Storage-Disk/Operational
Microsoft-Windows-TaskScheduler/Diagnostic
Microsoft-Windows-Time-Service/Operational
Microsoft-Windows-WABSyncProvider/Analytic
Microsoft-Windows-WMI-Activity/Operational
Microsoft-Windows-WinINet-Capture/Analytic
Microsoft-Windows-WindowsColorSystem/Debug
Microsoft-Windows-XAML-Diagnostics/Default
Microsoft-Windows-AppModel-Runtime/Analytic
Microsoft-Windows-AppModel-State/Diagnostic
Microsoft-Windows-AppXDeployment/Diagnostic
Microsoft-Windows-AppxPackaging/Operational
Microsoft-Windows-AppxPackaging/Performance
Microsoft-Windows-COM/ApartmentUninitialize
Microsoft-Windows-CodeIntegrity/Operational
Microsoft-Windows-Compat-Appraiser/Analytic
Microsoft-Windows-Crypto-DPAPI/BackUpKeySvc
Microsoft-Windows-Crypto-NCrypt/Operational
Microsoft-Windows-Deduplication/Operational
Microsoft-Windows-Deduplication/Performance
Microsoft-Windows-DeviceConfidence/Analytic
Microsoft-Windows-Dhcpv6-Client/Operational
Microsoft-Windows-Diagnosis-DPS/Operational
Microsoft-Windows-Diagnosis-PCW/Operational
Microsoft-Windows-Diagnosis-PLA/Operational
Microsoft-Windows-Dism-Api/ExternalAnalytic
Microsoft-Windows-Dism-Api/InternalAnalytic
Microsoft-Windows-FileHistory-Catalog/Debug
Microsoft-Windows-FileHistory-Core/Analytic
Microsoft-Windows-FileHistory-Service/Debug
Microsoft-Windows-HomeGroup-ListenerService
